Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Italy,EL SALVADOR,SAN SALVADOR,,,,,,1,1,1,100.00%,,,,1,1,,
Italy,ERITREA,ASMARA,1,1,,,,2155,1275,701,55.00%,6,874,40.60%,"2,156","1,282",874,40.50%
Italy,ETHIOPIA,ADDIS ABEBA,1,1,,,,3900,3188,948,29.70%,444,268,6.90%,"3,901","3,633",268,6.90%
Italy,FINLAND,HELSINKI,,,,,,11,10,6,60.00%,,1,9.10%,11,10,1,9.10%
Italy,FRANCE,PARIS,,,,,,42,39,26,66.70%,2,1,2.40%,42,41,1,2.40%
Italy,GABON,LIBREVILLE,,,,,,1263,798,232,29.10%,,465,36.80%,"1,263",798,465,36.80%
Italy,GEORGIA,TBILISSI,,,,,,401,366,240,65.60%,1,34,8.50%,401,367,34,8.50%
Italy,GERMANY,FRANKFURT/MAIN,,,,,,23,23,22,95.70%,,,,23,23,,
Italy,GHANA,ACCRA,,,,,,5806,3542,1548,43.70%,3,2261,38.90%,"5,806","3,545","2,261",38.90%
Italy,GREECE,ATHENS,,,,,,26,24,24,100.00%,,2,7.70%,26,24,2,7.70%
Italy,GUATEMALA,GUATEMALA CITY,,,,,,11,11,10,90.90%,,,,11,11,,
Italy,HONG KONG S.A.R.,HONG KONG,,,,,,1795,1786,313,17.50%,1,8,0.40%,"1,795","1,787",8,0.40%
Italy,HUNGARY,BUDAPEST,,,,,,1,1,1,100.00%,,,,1,1,,
Italy,INDIA,KOLKATA,,,,,,8938,7927,7913,99.80%,,1011,11.30%,"8,938","7,927","1,011",11.30%
Italy,INDIA,MUMBAI,,,,,,57663,53673,51422,95.80%,1,3989,6.90%,"57,663","53,674","3,989",6.90%
Italy,INDIA,NEW DELHI,,,,,,39029,31094,28466,91.50%,110,7825,20.00%,"39,029","31,204","7,825",20.00%
Italy,INDONESIA,JAKARTA,,,,,,24414,24171,21108,87.30%,1,242,1.00%,"24,414","24,172",242,1.00%
Italy,IRAN,TEHERAN,28,25,,3,10.70%,32777,23719,6976,29.40%,110,8948,27.30%,"32,805","23,854","8,951",27.30%
Italy,IRAQ,BAGHDAD,,,,,,4662,2998,1095,36.50%,111,1553,33.30%,"4,662","3,109","1,553",33.30%
Italy,IRAQ,ERBIL,,,,,,2031,964,358,37.10%,72,995,49.00%,"2,031","1,036",995,49.00%
Italy,IRELAND,DUBLIN,,,,,,1263,1200,721,60.10%,18,45,3.60%,"1,263","1,218",45,3.60%
Italy,ISRAEL,JERUSALEM,,,,,,2997,2853,456,16.00%,35,109,3.60%,"2,997","2,888",109,3.60%
Italy,ISRAEL,TEL AVIV,,,,,,696,663,279,42.10%,1,32,4.60%,696,664,32,4.60%
Italy,JAPAN,OSAKA,,,,,,576,576,576,100.00%,,,,576,576,,
Italy,JAPAN,TOKYO,,,,,,1973,1967,1967,100.00%,2,4,0.20%,"1,973","1,969",4,0.20%
Italy,JORDAN,AMMAN,,,,,,7271,5624,5360,95.30%,294,1353,18.60%,"7,271","5,918","1,353",18.60%
Italy,KAZAKHSTAN,ASTANA,,,,,,20009,18824,3369,17.90%,,1185,5.90%,"20,009","18,824","1,185",5.90%
Italy,KENYA,NAIROBI,,,,,,4218,3753,1772,47.20%,37,428,10.10%,"4,218","3,790",428,10.10%
Italy,KOSOVO,PRISTINA,,,,,,5657,4366,4086,93.60%,,1291,22.80%,"5,657","4,366","1,291",22.80%
Italy,KUWAIT,KUWAIT,,,,,,10380,9933,8911,89.70%,2,445,4.30%,"10,380","9,935",445,4.30%
Italy,LEBANON,BEIRUT,2,2,,,,22932,20297,15059,74.20%,645,1990,8.70%,"22,934","20,944","1,990",8.70%
Italy,LIBYA,TRIPOLI,,,,,,9849,7019,5826,83.00%,449,2381,24.20%,"9,849","7,468","2,381",24.20%
Italy,LITHUANIA,VILNIUS,,,,,,1,1,1,100.00%,,,,1,1,,
Italy,MALAYSIA,KUALA LUMPUR,,,,,,578,533,259,48.60%,,45,7.80%,578,533,45,7.80%
Italy,MALTA,VALETTA,,,,,,21,6,2,33.30%,15,,,21,21,,
Italy,MEXICO,MEXICO CITY,,,,,,207,206,203,98.50%,,1,0.50%,207,206,1,0.50%
Italy,MOLDOVA,CHISINAU,,,,,,264,238,195,81.90%,,26,9.80%,264,238,26,9.80%
Italy,MONGOLIA,ULAN BATOR,,,,,,925,809,137,16.90%,,116,12.50%,925,809,116,12.50%
Italy,MONTENEGRO,PODGORICA,,,,,,216,211,202,95.70%,,5,2.30%,216,211,5,2.30%
Italy,MOROCCO,CASABLANCA,,,,,,17232,13287,10633,80.00%,37,3908,22.70%,"17,232","13,324","3,908",22.70%
Italy,MOROCCO,RABAT,,,,,,4042,3361,2017,60.00%,1,680,16.80%,"4,042","3,362",680,16.80%
Italy,MOZAMBIQUE,MAPUTO,,,,,,1014,956,68,7.10%,,58,5.70%,"1,014",956,58,5.70%
Italy,MYANMAR,YANGON,,,,,,2274,2187,366,16.70%,,87,3.80%,"2,274","2,187",87,3.80%
Italy,NETHERLANDS,THE HAGUE,1,1,,,,3,3,2,66.70%,,,,4,4,,
Italy,NEW ZEALAND,WELLINGTON,,,,,,517,517,121,23.40%,,,,517,517,,
Italy,NICARAGUA,MANAGUA,,,,,,2,2,2,100.00%,,,,2,2,,
Italy,NIGERIA,ABUJA,,,,,,820,742,589,79.40%,70,8,1.00%,820,812,8,1.00%
Italy,NIGERIA,LAGOS,1,1,,,,12475,6665,4058,60.90%,52,5758,46.20%,"12,476","6,718","5,758",46.20%
Italy,NORTH MACEDONIA,SKOPJE,,,,,,242,241,173,71.80%,1,,,242,242,,
Italy,OMAN,MUSCAT,,,,,,2646,2530,2301,90.90%,3,113,4.30%,"2,646","2,533",113,4.30%
Italy,PAKISTAN,ISLAMABAD,,,,,,6695,3635,1213,33.40%,519,2541,38.00%,"6,695","4,154","2,541",38.00%
Italy,PAKISTAN,KARACHI,3,1,,2,66.70%,9006,7100,965,13.60%,2,1904,21.10%,"9,009","7,103","1,906",21.20%
Italy,PANAMA,PANAMA CITY,,,,,,5700,4175,1835,44.00%,,1525,26.80%,"5,700","4,175","1,525",26.80%
Italy,PARAGUAY,ASUNCION,,,,,,26,26,16,61.50%,,,,26,26,,
Italy,PERU,LIMA,,,,,,64,61,61,100.00%,,3,4.70%,64,61,3,4.70%
Italy,PHILIPPINES,MANILA,,,,,,23478,20925,16081,76.90%,,2553,10.90%,"23,478","20,925","2,553",10.90%
Italy,POLAND,WARSAW,,,,,,4,4,2,50.00%,,,,4,4,,
Italy,PORTUGAL,LISBON,,,,,,1,1,1,100.00%,,,,1,1,,
Italy,QATAR,DOHA,,,,,,6183,5705,4187,73.40%,8,470,7.60%,"6,183","5,713",470,7.60%
Italy,ROMANIA,BUCHAREST,,,,,,413,350,126,36.00%,,63,15.30%,413,350,63,15.30%
Italy,RUSSIAN FEDERATION,MOSCOW,,,,,,463224,454474,444270,97.80%,30,8720,1.90%,"4,63,224","4,54,504","8,720",1.90%
Italy,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,36141,35702,34340,96.20%,79,360,1.00%,"36,141","35,781",360,1.00%
Italy,SAN MARINO,SAN MARINO,,,,,,437,435,425,97.70%,,2,0.50%,437,435,2,0.50%
Italy,SAUDI ARABIA,JEDDAH,,,,,,12213,11291,11011,97.50%,,922,7.50%,"12,213","11,291",922,7.50%
Italy,SAUDI ARABIA,RIYADH,,,,,,"22,800","20,903","18,641",89.20%,26,"1,871",8.20%,"22,800","20,929","1,871",8.20%
Italy,SENEGAL,DAKAR,,,,,,"5,757","3,485","1,912",54.90%,5,"2,267",39.40%,"5,757","3,490","2,267",39.40%
Italy,SERBIA,BELGRADE,,,,,,419,409,353,86.30%,1,9,2.10%,419,410,9,2.10%
Italy,SINGAPORE,SINGAPORE,,,,,,"3,559","3,464","2,919",84.30%,,95,2.70%,"3,559","3,464",95,2.70%
Italy,SOUTH AFRICA,CAPE TOWN,,,,,,"13,235","12,707","12,634",99.40%,,528,4.00%,"13,235","12,707",528,4.00%
Italy,SOUTH AFRICA,JOHANNESBURG,,,,,,"29,453","28,750","28,693",99.80%,,703,2.40%,"29,453","28,750",703,2.40%
Italy,SOUTH AFRICA,PRETORIA,,,,,,"1,610","1,573","1,561",99.20%,,37,2.30%,"1,610","1,573",37,2.30%
Italy,SOUTH KOREA,SEOUL,,,,,,533,528,35,6.60%,,5,0.90%,533,528,5,0.90%
Italy,SPAIN,MADRID,,,,,,22,20,14,70.00%,,2,9.10%,22,20,2,9.10%
Italy,SRI LANKA,COLOMBO,1,1,,,,"5,859","4,476","1,133",25.30%,2,"1,381",23.60%,"5,860","4,479","1,381",23.60%
Italy,SUDAN,KHARTOUM,1,1,,,,"1,211","1,037",234,22.60%,41,133,11.00%,"1,212","1,079",133,11.00%
Italy,SWEDEN,STOCKHOLM,,,,,,27,25,25,100.00%,1,1,3.70%,27,26,1,3.70%
Italy,SWITZERLAND,GENEVA,,,,,,4,4,3,75.00%,,,,4,4,,
Italy,SWITZERLAND,LUGANO,,,,,,3,3,3,100.00%,,,,3,3,,
Italy,TAIWAN,TAIPEI,,,,,,200,197,186,94.40%,,3,1.50%,200,197,3,1.50%
Italy,TANZANIA,DAR ES SALAAM,,,,,,"1,901","1,420",196,13.80%,,481,25.30%,"1,901","1,420",481,25.30%
Italy,THAILAND,BANGKOK,,,,,,"37,391","36,571","8,124",22.20%,4,816,2.20%,"37,391","36,575",816,2.20%
Italy,TUNISIA,TUNIS,,,,,,"12,415","9,868","6,784",68.70%,28,"2,519",20.30%,"12,415","9,896","2,519",20.30%
Italy,TURKEY,ANKARA,,,,,,"11,358","10,354","10,195",98.50%,3,"1,001",8.80%,"11,358","10,357","1,001",8.80%
Italy,TURKEY,ISTANBUL,,,,,,"85,165","80,474","64,779",80.50%,91,"4,600",5.40%,"85,165","80,565","4,600",5.40%
Italy,TURKEY,IZMIR,,,,,,"17,101","16,409","9,841",60.00%,,692,4.00%,"17,101","16,409",692,4.00%
Italy,TURKMENISTAN,ASHGABAT,,,,,,"1,089","1,083",568,52.40%,,6,0.60%,"1,089","1,083",6,0.60%
Italy,UGANDA,KAMPALA,,,,,,"2,545","2,032","1,491",73.40%,3,510,20.00%,"2,545","2,035",510,20.00%
Italy,UKRAINE,KYIV,,,,,,"3,611","3,471","1,400",40.30%,1,139,3.80%,"3,611","3,472",139,3.80%
Italy,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"6,041","4,910","2,082",42.40%,1,"1,130",18.70%,"6,041","4,911","1,130",18.70%
Italy,UNITED ARAB EMIRATES,DUBAI,5,4,4,1,20.00%,"29,907","23,196","11,353",48.90%,2,"6,709",22.40%,"29,912","23,202","6,710",22.40%
Italy,UNITED KINGDOM,EDINBURGH,,,,,,825,811,54,6.70%,1,13,1.60%,825,812,13,1.60%
Italy,UNITED KINGDOM,LONDON,,,,,,"19,597","19,296","18,513",95.90%,3,298,1.50%,"19,597","19,299",298,1.50%
Italy,URUGUAY,MONTEVIDEO,2,2,,,,24,24,9,37.50%,,,,26,26,,
Italy,USA,"BOSTON, MA",1,1,,,,"1,219","1,213",261,21.50%,,6,0.50%,"1,220","1,214",6,0.50%
Italy,USA,"CHICAGO, IL",,,,,,"1,295","1,285","1,240",96.50%,1,9,0.70%,"1,295","1,286",9,0.70%
Italy,USA,"DETROIT, MI",,,,,,"1,092","1,084","1,083",99.90%,,8,0.70%,"1,092","1,084",8,0.70%
Italy,USA,"HOUSTON, TX",,,,,,"1,672","1,651","1,145",69.40%,,21,1.30%,"1,672","1,651",21,1.30%
Italy,USA,"LOS ANGELES, CA",,,,,,"1,502","1,478",443,30.00%,,24,1.60%,"1,502","1,478",24,1.60%
Italy,USA,"MIAMI, FL",,,,,,"1,767","1,699","1,125",66.20%,,68,3.80%,"1,767","1,699",68,3.80%
Italy,USA,"NEW YORK, NY",,,,,,"3,265","3,197",415,13.00%,2,66,2.00%,"3,265","3,199",66,2.00%
Italy,USA,"PHILADELPHIA, PA",,,,,,"1,468","1,457","1,457",100.00%,1,10,0.70%,"1,468","1,458",10,0.70%
Italy,USA,"SAN FRANCISCO, CA",,,,,,"2,981","2,961","2,958",99.90%,,20,0.70%,"2,981","2,961",20,0.70%
Italy,USA,"WASHINGTON, DC",,,,,,982,958,576,60.10%,,24,2.40%,982,958,24,2.40%
Italy,UZBEKISTAN,TASHKENT,,,,,,"3,105","2,774",566,20.40%,131,200,6.40%,"3,105","2,905",200,6.40%
Italy,VENEZUELA,CARACAS,,,,,,28,19,15,78.90%,,9,32.10%,28,19,9,32.10%
Italy,VIETNAM,HANOI,,,,,,"4,085","3,931",232,5.90%,53,101,2.50%,"4,085","3,984",101,2.50%
Italy,VIETNAM,HO CHI MINH,,,,,,"5,571","5,268",370,7.00%,1,302,5.40%,"5,571","5,269",302,5.40%
Italy,ZAMBIA,LUSAKA,,,,,,"1,013",950,184,19.40%,,63,6.20%,"1,013",950,63,6.20%
Italy,ZIMBABWE,HARARE,,,,,,"1,045","1,010",773,76.50%,,35,3.30%,"1,045","1,010",35,3.30%
Latvia,AZERBAIJAN,BAKU,,,,,,"3,470","3,203","1,256",39.20%,3,236,6.80%,"3,470","3,206",236,6.80%
Latvia,BELARUS,MINSK,,,,,,"33,197","32,937","28,195",85.60%,18,116,0.30%,"33,197","32,955",116,0.30%
Latvia,BELARUS,VITSYEBSK,,,,,,"25,700","25,426","18,077",71.10%,20,150,0.60%,"25,700","25,446",150,0.60%
Latvia,CANADA,OTTAWA,,,,,,39,39,26,66.70%,,,,39,39,,
Latvia,CHINA,BEIJING,,,,,,"2,170","2,075",596,28.70%,,64,2.90%,"2,170","2,075",64,2.90%
Latvia,EGYPT,CAIRO,,,,,,351,252,90,35.70%,1,74,21.10%,351,253,74,21.10%
Latvia,FRANCE,PARIS,,,,,,3,3,3,100.00%,,,,3,3,,
Latvia,GEORGIA,TBILISSI,,,,,,189,150,106,70.70%,1,35,18.50%,189,151,35,18.50%
Latvia,INDIA,NEW DELHI,,,,,,"1,873",991,186,18.80%,7,843,45.00%,"1,873",998,843,45.00%
Latvia,ISRAEL,TEL AVIV,,,,,,35,34,7,20.60%,1,,,35,35,,
Latvia,JAPAN,TOKYO,,,,,,15,13,,,,,,15,13,,
Latvia,KAZAKHSTAN,ASTANA,,,,,,"2,401","2,257",825,36.60%,4,134,5.60%,"2,401","2,261",134,5.60%
Latvia,RUSSIAN FEDERATION,KALININGRAD,,,,,,"6,937","6,903","5,288",76.60%,2,24,0.30%,"6,937","6,905",24,0.30%
Latvia,RUSSIAN FEDERATION,MOSCOW,,,,,,"57,334","56,621","48,724",86.10%,5,552,1.00%,"57,334","56,626",552,1.00%
Latvia,RUSSIAN FEDERATION,PSKOV,,,,,,"7,391","7,374","7,122",96.60%,,7,0.10%,"7,391","7,374",7,0.10%
Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"10,513","10,396","9,382",90.20%,,93,0.90%,"10,513","10,396",93,0.90%
Latvia,TURKEY,ANKARA,,,,,,"1,150","1,043",697,66.80%,,110,9.60%,"1,150","1,043",110,9.60%
Latvia,UKRAINE,KYIV,,,,,,"2,784","2,704","1,972",72.90%,1,75,2.70%,"2,784","2,705",75,2.70%
Latvia,UNITED ARAB EMIRATES,ABU DHABI,,,,,,752,385,105,27.30%,6,348,46.30%,752,391,348,46.30%
Latvia,UNITED KINGDOM,LONDON,,,,,,387,353,268,75.90%,8,20,5.20%,387,361,20,5.20%
Latvia,USA,"WASHINGTON, DC",,,,,,72,70,32,45.70%,1,1,1.40%,72,71,1,1.40%
Latvia,UZBEKISTAN,TASHKENT,,,,,,"4,946","4,399","1,316",29.90%,5,492,9.90%,"4,946","4,404",492,9.90%
Lithuania,ARMENIA,YEREVAN,,,,,,"7,712","7,043","2,883",40.90%,2,694,9.00%,"7,712","7,045",694,9.00%
Lithuania,AZERBAIJAN,BAKU,,,,,,"1,534","1,225",641,52.30%,,291,19.00%,"1,534","1,225",291,19.00%
Lithuania,BELARUS,GRODNO,,,,,,"34,845","34,672","32,293",93.10%,16,139,0.40%,"34,845","34,688",139,0.40%
Lithuania,BELARUS,MINSK,,,,,,"2,01,597","1,99,729","1,87,755",94.00%,60,443,0.20%,"2,01,597","1,99,789",443,0.20%
Lithuania,BRAZIL,SAO PAULO,,,,,,6,3,2,66.70%,,3,50.00%,6,3,3,50.00%
Lithuania,CANADA,OTTAWA,,,,,,21,20,11,55.00%,,1,4.80%,21,20,1,4.80%
Lithuania,CHINA,BEIJING,,,,,,"1,701","1,531",226,14.80%,1,171,10.10%,"1,701","1,532",171,10.10%
Lithuania,EGYPT,CAIRO,,,,,,602,415,140,33.70%,6,169,28.10%,602,421,169,28.10%
Lithuania,FRANCE,PARIS,,,,,,1,1,,,,,,1,1,,
Lithuania,GEORGIA,TBILISSI,,,,,,431,332,46,13.90%,1,83,19.30%,431,333,83,19.30%
Lithuania,INDIA,NEW DELHI,,,,,,"1,007",647,354,54.70%,12,345,34.30%,"1,007",659,345,34.30%
Lithuania,IRELAND,DUBLIN,,,,,,165,154,69,44.80%,1,3,1.80%,165,155,3,1.80%
Lithuania,ISRAEL,TEL AVIV,,,,,,36,33,17,51.50%,1,1,2.80%,36,34,1,2.80%
Lithuania,ITALY,ROME,,,,,,15,8,8,100.00%,,1,6.70%,15,8,1,6.70%
Lithuania,JAPAN,TOKYO,,,,,,37,35,6,17.10%,,1,2.70%,37,35,1,2.70%
Lithuania,KAZAKHSTAN,ALMATY,,,,,,"11,172","9,871","4,247",43.00%,19,"1,156",10.30%,"11,172","9,890","1,156",10.30%
Lithuania,KAZAKHSTAN,ASTANA,,,,,,"1,401","1,375",564,41.00%,,21,1.50%,"1,401","1,375",21,1.50%
Lithuania,LATVIA,RIGA,,,,,,2,1,,,,,,2,1,,
Lithuania,MOLDOVA,CHISINAU,,,,,,9,8,3,37.50%,,1,11.10%,9,8,1,11.10%
Lithuania,NORWAY,OSLO,,,,,,4,4,1,25.00%,,,,4,4,,
Lithuania,POLAND,WARSAW,,,,,,1,1,1,100.00%,,,,1,1,,
Lithuania,ROMANIA,BUCHAREST,,,,,,27,28,17,60.70%,,1,3.70%,27,28,1,3.70%
Lithuania,RUSSIAN FEDERATION,KALININGRAD,,,,,,"25,486","25,257","20,235",80.10%,,153,0.60%,"25,486","25,257",153,0.60%
Lithuania,RUSSIAN FEDERATION,MOSCOW,,,,,,"31,558","31,140","18,932",60.80%,4,375,1.20%,"31,558","31,144",375,1.20%
Lithuania,RUSSIAN FEDERATION,SOVETSK,,,,,,"12,071","11,995","10,202",85.10%,1,26,0.20%,"12,071","11,996",26,0.20%
Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"13,212","13,021","11,029",84.70%,2,225,1.70%,"13,212","13,023",225,1.70%
Lithuania,SOUTH AFRICA,PRETORIA,,,,,,214,170,91,53.50%,,42,19.60%,214,170,42,19.60%
Lithuania,SWEDEN,STOCKHOLM,,,,,,5,4,4,100.00%,,,,5,4,,
Lithuania,TURKEY,ANKARA,,,,,,"1,185","1,016",576,56.70%,5,157,13.20%,"1,185","1,021",157,13.20%
Lithuania,UKRAINE,KYIV,,,,,,"5,380","5,154","3,672",71.20%,6,178,3.30%,"5,380","5,160",178,3.30%
Lithuania,UNITED KINGDOM,LONDON,,,,,,574,562,270,48.00%,2,10,1.70%,574,564,10,1.70%
Lithuania,USA,"CHICAGO, IL",,,,,,864,853,453,53.10%,5,1,0.10%,864,858,1,0.10%
Lithuania,USA,"LOS ANGELES, CA",,,,,,61,58,38,65.50%,1,2,3.30%,61,59,2,3.30%
Lithuania,USA,"NEW YORK, NY",,,,,,88,76,53,69.70%,5,7,8.00%,88,81,7,8.00%
Lithuania,USA,"WASHINGTON, DC",,,,,,35,34,23,67.60%,,1,2.90%,35,34,1,2.90%
Luxembourg,AUSTRIA,VIENNA,,,,,,2,2,2,100.00%,,,,2,2,,
Luxembourg,BELGIUM,BRUSSELS,,,,,,4,2,1,50.00%,,2,50.00%,4,2,2,50.00%
Luxembourg,CHINA,BEIJING,,,,,,"1,269","1,247",613,49.20%,1,21,1.70%,"1,269","1,248",21,1.70%
Luxembourg,CHINA,SHANGHAI,,,,,,972,931,605,65.00%,1,40,4.10%,972,932,40,4.10%
Luxembourg,CZECH REPUBLIC,PRAGUE,,,,,,2,2,1,50.00%,,,,2,2,,
Luxembourg,FRANCE,PARIS,,,,,,3,3,2,66.70%,,,,3,3,,
Luxembourg,GERMANY,BERLIN,,,,,,4,2,,,1,1,25.00%,4,3,1,25.00%
Luxembourg,GREECE,ATHENS,,,,,,4,4,4,100.00%,,,,4,4,,
Luxembourg,INDIA,NEW DELHI,,,,,,"2,283","2,122","1,960",92.40%,,161,7.10%,"2,283","2,122",161,7.10%
Luxembourg,ITALY,ROME,,,,,,32,27,2,7.40%,1,4,12.50%,32,28,4,12.50%
Luxembourg,JAPAN,TOKYO,,,,,,24,22,2,9.10%,1,1,4.20%,24,23,1,4.20%
Luxembourg,LUXEMBOURG,LUXEMBOURG,,,,,,39,37,24,64.90%,,2,5.10%,39,37,2,5.10%
Luxembourg,NETHERLANDS,THE HAGUE,,,,,,2,1,1,100.00%,,1,50.00%,2,1,1,50.00%
Luxembourg,POLAND,WARSAW,,,,,,13,13,7,53.80%,,,,13,13,,
Luxembourg,PORTUGAL,LISBON,1,,,,,6,5,4,80.00%,,1,16.70%,7,5,1,14.30%
Luxembourg,RUSSIAN FEDERATION,MOSCOW,,,,,,"2,856","2,813","2,528",89.90%,,43,1.50%,"2,856","2,813",43,1.50%
Luxembourg,SPAIN,MADRID,,,,,,1,1,,,,,,1,1,,
Luxembourg,SWITZERLAND,BERN,,,,,,6,6,,,,,,6,6,,
Luxembourg,THAILAND,BANGKOK,,,,,,463,450,209,46.40%,,13,2.80%,463,450,13,2.80%
Luxembourg,TURKEY,ANKARA,,,,,,"1,438","1,399","1,365",97.60%,2,37,2.60%,"1,438","1,401",37,2.60%
Luxembourg,UNITED ARAB EMIRATES,ABU DHABI,,,,,,433,377,304,80.60%,,56,12.90%,433,377,56,12.90%
Luxembourg,UNITED KINGDOM,LONDON,,,,,,528,519,405,78.00%,,9,1.70%,528,519,9,1.70%
Luxembourg,USA,"NEW YORK, NY",,,,,,163,159,155,97.50%,1,3,1.80%,163,160,3,1.80%
Luxembourg,USA,"SAN FRANCISCO, CA",,,,,,254,252,2,0.80%,,2,0.80%,254,252,2,0.80%
Luxembourg,USA,"WASHINGTON, DC",,,,,,75,71,69,97.20%,,4,5.30%,75,71,4,5.30%
Malta,ALGERIA,ALGIERS,,,,,,"3,717",433,148,34.20%,3,"3,226",86.80%,"3,717",436,"3,226",86.80%
Malta,AUSTRALIA,CANBERRA,,,,,,3,3,2,66.70%,,,,3,3,,
Malta,AUSTRALIA,MELBOURNE,,,,,,23,22,,,,,,23,22,,
Malta,AUSTRALIA,SYDNEY,,,,,,25,23,2,8.70%,5,,,25,28,,
Malta,CANADA,TORONTO,,,,,,60,50,5,10.00%,,6,10.00%,60,50,6,10.00%
Malta,CHINA,BEIJING,,,,,,"3,947","2,921",568,19.40%,35,918,23.30%,"3,947","2,956",918,23.30%
Malta,CHINA,SHANGHAI,,,,,,"2,660","2,242",110,4.90%,10,375,14.10%,"2,660","2,252",375,14.10%
Malta,EGYPT,CAIRO,,,,,,997,796,61,7.70%,14,161,16.10%,997,810,161,16.10%
Malta,INDIA,NEW DELHI,,,,,,"3,539","2,630",863,32.80%,52,809,22.90%,"3,539","2,682",809,22.90%
Malta,IRELAND,DUBLIN,,,,,,199,196,113,57.70%,,1,0.50%,199,196,1,0.50%
Malta,ISRAEL,TEL AVIV,,,,,,204,171,108,63.20%,11,26,12.70%,204,182,26,12.70%
Malta,KUWAIT,KUWAIT,,,,,,233,216,200,92.60%,,15,6.40%,233,216,15,6.40%
Malta,POLAND,WARSAW,,,,,,1,1,,,,,,1,1,,
Malta,RUSSIAN FEDERATION,MOSCOW,,,,,,"7,674","7,498","1,298",17.30%,7,33,0.40%,"7,674","7,505",33,0.40%
Malta,SAUDI ARABIA,RIYADH,,,,,,903,766,597,77.90%,8,97,10.70%,903,774,97,10.70%
Malta,SPAIN,MADRID,,,,,,3,3,3,100.00%,3,,,3,6,,
Malta,TUNISIA,TUNIS,,,,,,991,768,386,50.30%,14,203,20.50%,991,782,203,20.50%
Malta,TURKEY,ANKARA,,,,,,1,1,1,100.00%,,,,1,1,,
Malta,TURKEY,ISTANBUL,,,,,,"3,704","3,364","1,923",57.20%,10,259,7.00%,"3,704","3,374",259,7.00%
Malta,UNITED ARAB EMIRATES,ABU DHABI,,,,,,140,90,23,25.60%,,46,32.90%,140,90,46,32.90%
Malta,UNITED ARAB EMIRATES,DUBAI,,,,,,"1,331",782,451,57.70%,,434,32.60%,"1,331",782,434,32.60%
Malta,UNITED KINGDOM,LONDON,,,,,,"1,791","1,781",673,37.80%,19,,,"1,791","1,800",,
Malta,USA,"NEW YORK, NY",,,,,,75,69,19,27.50%,,,,75,69,,
Malta,USA,"WASHINGTON, DC",,,,,,110,105,57,54.30%,1,2,1.80%,110,106,2,1.80%
Netherlands,AFGHANISTAN,KABUL,,,,,,218,161,26,16.10%,51,,,218,212,,
Netherlands,ALGERIA,ALGIERS,,,,,,"5,861","2,714","2,166",79.80%,28,"3,485",59.50%,"5,861","2,742","3,485",59.50%
Netherlands,ANGOLA,LUANDA,12,8,8,,,557,329,312,94.80%,1,215,38.60%,569,338,215,37.80%
Netherlands,ARGENTINA,BUENOS AIRES,,,,,,40,37,34,91.90%,,2,5.00%,40,37,2,5.00%
Netherlands,AUSTRALIA,SYDNEY,2,2,2,,,"1,141",996,971,97.50%,2,117,10.30%,"1,143","1,000",117,10.20%
Netherlands,BAHRAIN,MANAMA,,,,,,3,,,,,3,100.00%,3,,3,100.00%
Netherlands,BANGLADESH,DHAKA,,,,,,11,11,9,81.80%,,,,11,11,,
Netherlands,BENIN,COTONOU,,,,,,314,213,189,88.70%,4,89,28.30%,314,217,89,28.30%
Netherlands,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,85,59,48,81.40%,,26,30.60%,85,59,26,30.60%
Netherlands,BRAZIL,SAO PAULO,3,1,1,,,97,70,65,92.90%,8,17,17.50%,100,79,17,17.00%
Netherlands,BULGARIA,SOFIA,4,4,3,,,177,128,109,85.20%,4,35,19.80%,181,136,35,19.30%
Netherlands,CANADA,OTTAWA,2,,,,,442,430,414,96.30%,2,5,1.10%,444,432,5,1.10%
Netherlands,CANADA,TORONTO,1,,,,,746,703,669,95.20%,5,27,3.60%,747,708,27,3.60%
Netherlands,CANADA,VANCOUVER,1,,,,,535,522,510,97.70%,1,8,1.50%,536,523,8,1.50%
Netherlands,CHILE,SANTIAGO DE CHILE,,,,,,45,33,33,100.00%,,11,24.40%,45,33,11,24.40%
Netherlands,CHINA,BEIJING,16,16,7,,,"40,023","38,565","29,851",77.40%,,"1,146",2.90%,"40,039","38,581","1,146",2.90%
Netherlands,CHINA,CHENGDU,,,,,,"1,865","1,836","1,783",97.10%,,23,1.20%,"1,865","1,836",23,1.20%
Netherlands,CHINA,GUANGZHOU (CANTON),3,3,3,,,"9,813","9,349","8,033",85.90%,1,432,4.40%,"9,816","9,353",432,4.40%
